block_id	chrom	start_pos	end_pos	number_of_mutations	number_of_patients	mutation_distribution	region_names
block_3391_8_876636_876636	8	876611	876660	1	1	1	chr8:mr434:hyper:D
block_3390_8_875572_875572	8	875547	875596	1	1	1	chr8:mr434:hyper:D
block_3389_8_711852_711852	8	711827	711876	1	1	1	chr8:mr340:hypo:D
block_3405_8_1911071_1911071	8	1911046	1911095	1	1	1	chr8:mr1013:hyper:D
block_3406_8_1994640_1994640	8	1994615	1994664	1	1	1	chr8:mr1046:hypo:D
block_3407_8_2178684_2178684	8	2178659	2178708	1	1	1	chr8:mr1166:hypo:D
block_3408_8_2201292_2201292	8	2201267	2201316	1	1	1	chr8:mr1179:mix:U
block_3424_8_4072076_4072076	8	4072051	4072100	1	1	1	chr8:mr2168:mix:U
block_3423_8_3848768_3848768	8	3848743	3848792	1	1	1	chr8:mr2067:mix:U
block_3422_8_3811307_3811307	8	3811282	3811331	1	1	1	chr8:mr2044:hypo:D
block_3421_8_3774799_3774799	8	3774774	3774823	1	1	1	chr8:mr2033:mix:U
block_3420_8_3758375_3758375	8	3758350	3758399	1	1	1	chr8:mr2022:mix:U
block_3419_8_3526141_3526141	8	3526116	3526165	1	1	1	chr8:mr1901:hypo:D
block_3418_8_3510148_3510148	8	3510123	3510172	1	1	1	chr8:mr1893:mix:U
block_3417_8_3414669_3414669	8	3414644	3414693	1	1	1	chr8:mr1845:hypo:D
block_3416_8_3039851_3039851	8	3039826	3039875	1	1	1	chr8:mr1631:mix:U
block_3415_8_2921720_2921720	8	2921695	2921744	1	1	1	chr8:mr1560:hypo:D
block_3414_8_2916578_2916578	8	2916553	2916602	1	1	1	chr8:mr1556:mix:U
block_3413_8_2911075_2911075	8	2911050	2911099	1	1	1	chr8:mr1553:mix:U
block_3412_8_2797390_2797390	8	2797365	2797414	1	1	1	chr8:mr1488:mix:U
block_3410_8_2747409_2747409	8	2747384	2747433	1	1	1	chr8:mr1461:mix:U
block_3409_8_2363399_2363399	8	2363374	2363423	1	1	1	chr8:mr1267:hypo:D
block_3465_8_10734773_10734773	8	10734748	10734797	1	1	1	chr8:mr5519:mix:D
block_3466_8_10737121_10737121	8	10737096	10737145	1	1	1	chr8:mr5521:hypo:D
block_3467_8_11390722_11390839	8	11390697	11390863	2	1	2	chr8:mr5899:hyper:D
block_3516_8_21343617_21343617	8	21343592	21343641	1	1	1	chr8:mr9885:mix:U
block_3523_8_22417352_22417352	8	22417327	22417376	1	1	1	chr8:mr10515:mix:U
block_3522_8_22058096_22058096	8	22058071	22058120	1	1	1	chr8:mr10293:mix:U
block_3521_8_22050613_22050613	8	22050588	22050637	1	1	1	chr8:mr10288:hypo:D
block_3520_8_21726046_21726046	8	21726021	21726070	1	1	1	chr8:mr10112:hypo:D
block_3519_8_21712665_21712665	8	21712640	21712689	1	1	1	chr8:mr10104:mix:U
block_3518_8_21535028_21535028	8	21535003	21535052	1	1	1	chr8:mr9984:mix:U
block_3517_8_21440082_21440082	8	21440057	21440106	1	1	1	chr8:mr9938:hypo:D
block_3515_8_21215245_21215245	8	21215220	21215269	1	1	1	chr8:mr9819:hypo:D
block_3506_8_20111800_20111800	8	20111775	20111824	1	1	1	chr8:mr9217:hypo:D
block_3514_8_20967203_20967203	8	20967178	20967227	1	1	1	chr8:mr9700:hypo:D
block_3513_8_20904004_20904004	8	20903979	20904028	1	1	1	chr8:mr9670:hypo:D
block_3512_8_20794821_20794821	8	20794796	20794845	1	1	1	chr8:mr9621:hypo:D
block_3511_8_20643473_20643473	8	20643448	20643497	1	1	1	chr8:mr9527:mix:U
block_3510_8_20446825_20446825	8	20446800	20446849	1	1	1	chr8:mr9426:mix:U
block_3509_8_20409506_20409506	8	20409481	20409530	1	1	1	chr8:mr9403:mix:U
block_3508_8_20329708_20329708	8	20329683	20329732	1	1	1	chr8:mr9354:hypo:D
block_3524_8_22481580_22481580	8	22481555	22481604	1	1	1	chr8:mr10549:mix:U
block_3525_8_22832621_22832621	8	22832596	22832645	1	1	1	chr8:mr10753:hyper:D
block_3526_8_22982281_22982281	8	22982256	22982305	1	1	1	chr8:mr10852:mix:U
block_3527_8_23187833_23187833	8	23187808	23187857	1	1	1	chr8:mr10973:mix:U
block_3542_8_27468102_27468102	8	27468077	27468126	1	1	1	chr8:mr12847:mix:D
block_3541_8_27428202_27428202	8	27428177	27428226	1	1	1	chr8:mr12821:hypo:D
block_3540_8_27391938_27391938	8	27391913	27391962	1	1	1	chr8:mr12798:mix:U
block_3539_8_26550837_26550837	8	26550812	26550861	1	1	1	chr8:mr12398:hypo:D
block_3538_8_26289940_26289940	8	26289915	26289964	1	1	1	chr8:mr12257:mix:U
block_3537_8_26243129_26243129	8	26243104	26243153	1	1	1	chr8:mr12236:mix:U
block_3536_8_25827786_25827786	8	25827761	25827810	1	1	1	chr8:mr12028:hypo:D
block_3535_8_25823691_25823691	8	25823666	25823715	1	1	1	chr8:mr12027:hypo:D
block_3534_8_25656705_25656705	8	25656680	25656729	1	1	1	chr8:mr11945:hypo:D
block_3533_8_25519953_25519953	8	25519928	25519977	1	1	1	chr8:mr11907:hypo:D
block_3532_8_25479483_25479483	8	25479458	25479507	1	1	1	chr8:mr11887:mix:U
block_3531_8_24394300_24394300	8	24394275	24394324	1	1	1	chr8:mr11437:hypo:D
block_3530_8_24222365_24222365	8	24222340	24222389	1	1	1	chr8:mr11401:hypo:D
block_3529_8_23416451_23416451	8	23416426	23416475	1	1	1	chr8:mr11113:hyper:D
block_3528_8_23192673_23192673	8	23192648	23192697	1	1	1	chr8:mr10976:mix:U
block_3507_8_20302031_20302031	8	20302006	20302055	1	1	1	chr8:mr9336:hypo:D
block_3505_8_19981095_19981095	8	19981070	19981119	1	1	1	chr8:mr9150:hypo:D
block_3468_8_11403445_11403445	8	11403420	11403469	1	1	1	chr8:mr5910:mix:D
block_3477_8_13232116_13232116	8	13232091	13232140	1	1	1	chr8:mr6789:hypo:D
block_3484_8_16509433_16509433	8	16509408	16509457	1	1	1	chr8:mr7549:mix:U
block_3483_8_15957249_15957249	8	15957224	15957273	1	1	1	chr8:mr7453:hypo:D
block_3482_8_14759903_14759903	8	14759878	14759927	1	1	1	chr8:mr7108:hypo:D
block_3481_8_14433170_14433170	8	14433145	14433194	1	1	1	chr8:mr7057:mix:U
block_3480_8_14336686_14336686	8	14336661	14336710	1	1	1	chr8:mr7039:mix:U
block_3479_8_13667543_13667543	8	13667518	13667567	1	1	1	chr8:mr6910:hypo:D
block_3478_8_13296060_13296060	8	13296035	13296084	1	1	1	chr8:mr6810:mix:U
block_3476_8_13007515_13007515	8	13007490	13007539	1	1	1	chr8:mr6695:hypo:D
block_3504_8_19971051_19971051	8	19971026	19971075	1	1	1	chr8:mr9143:mix:U
block_3475_8_12757552_12757552	8	12757527	12757576	1	1	1	chr8:mr6551:mix:U
block_3474_8_12428836_12428836	8	12428811	12428860	1	1	1	chr8:mr6393:mix:U
block_3473_8_11892888_11892888	8	11892863	11892912	1	1	1	chr8:mr6182:hypo:D
block_3472_8_11887243_11887243	8	11887218	11887267	1	1	1	chr8:mr6178:mix:U
block_3471_8_11706599_11706599	8	11706574	11706623	1	1	1	chr8:mr6076:hypo:D
block_3470_8_11583212_11583212	8	11583187	11583236	1	1	1	chr8:mr6002:hypo:D
block_3469_8_11480673_11480673	8	11480648	11480697	1	1	1	chr8:mr5949:hypo:D
block_3485_8_16627015_16627015	8	16626990	16627039	1	1	1	chr8:mr7582:mix:U
block_3486_8_17183257_17183257	8	17183232	17183281	1	1	1	chr8:mr7758:mix:U
block_3487_8_17285037_17285037	8	17285012	17285061	1	1	1	chr8:mr7811:hypo:D
block_3488_8_17608882_17608882	8	17608857	17608906	1	1	1	chr8:mr7997:mix:U
block_3503_8_19828486_19828486	8	19828461	19828510	1	1	1	chr8:mr9075:mix:U
block_3502_8_19805073_19805073	8	19805048	19805097	1	1	1	chr8:mr9059:mix:U
block_3501_8_19725853_19725853	8	19725828	19725877	1	1	1	chr8:mr9026:hypo:D
block_3500_8_19450750_19450750	8	19450725	19450774	1	1	1	chr8:mr8874:mix:U
block_3499_8_19365576_19365576	8	19365551	19365600	1	1	1	chr8:mr8835:hypo:D
block_3498_8_19309155_19309155	8	19309130	19309179	1	1	1	chr8:mr8799:hypo:D
block_3497_8_19098298_19098298	8	19098273	19098322	1	1	1	chr8:mr8673:hypo:D
block_3496_8_19081312_19081312	8	19081287	19081336	1	1	1	chr8:mr8665:hypo:D
block_3495_8_18952209_18952209	8	18952184	18952233	1	1	1	chr8:mr8599:hypo:D
block_3494_8_18745913_18745913	8	18745888	18745937	1	1	1	chr8:mr8498:mix:U
block_3493_8_18700743_18700743	8	18700718	18700767	1	1	1	chr8:mr8466:mix:U
block_3492_8_18607962_18607962	8	18607937	18607986	1	1	1	chr8:mr8420:mix:U
block_3491_8_18525582_18525582	8	18525557	18525606	1	1	1	chr8:mr8375:mix:U
block_3490_8_18413639_18413639	8	18413614	18413663	1	1	1	chr8:mr8340:hypo:D
block_3489_8_18311874_18311874	8	18311849	18311898	1	1	1	chr8:mr8286:hypo:D
block_3128_12_69542580_69542580	12	69542555	69542604	1	1	1	chr12:mr26051:mix:U
block_3098_12_57491412_57491419	12	57491387	57491443	2	1	2	chr12:mr22035:mix:U
block_3127_12_69490119_69490119	12	69490094	69490143	1	1	1	chr12:mr26011:mix:D
block_2712_11_78989234_78989234	11	78989209	78989258	1	1	1	chr11:mr29745:hypo:D
block_2719_11_82620443_82620443	11	82620418	82620467	1	1	1	chr11:mr30577:mix:U
block_2718_11_82234501_82234501	11	82234476	82234525	1	1	1	chr11:mr30444:mix:U
block_2717_11_81538919_81538919	11	81538894	81538943	1	1	1	chr11:mr30304:hypo:D
block_2716_11_80244139_80244139	11	80244114	80244163	1	1	1	chr11:mr30092:hypo:D
block_2715_11_80216332_80216332	11	80216307	80216356	1	1	1	chr11:mr30086:mix:U
block_2714_11_79505506_79505506	11	79505481	79505530	1	1	1	chr11:mr29925:hypo:D
block_2713_11_79230432_79230432	11	79230407	79230456	1	1	1	chr11:mr29855:mix:U
block_2711_11_78822247_78822247	11	78822222	78822271	1	1	1	chr11:mr29664:mix:U
block_2740_11_90316436_90316436	11	90316411	90316460	1	1	1	chr11:mr32530:mix:U
block_2710_11_78546780_78546780	11	78546755	78546804	1	1	1	chr11:mr29510:hypo:D
block_2709_11_77763483_77763483	11	77763458	77763507	1	1	1	chr11:mr29091:mix:U
block_2708_11_76852864_76852864	11	76852839	76852888	1	1	1	chr11:mr28615:mix:U
block_2707_11_76536075_76536075	11	76536050	76536099	1	1	1	chr11:mr28465:hypo:D
block_2706_11_76476547_76476547	11	76476522	76476571	1	1	1	chr11:mr28429:hypo:D
block_2705_11_76387413_76387413	11	76387388	76387437	1	1	1	chr11:mr28370:mix:U
block_2704_11_76378718_76378718	11	76378693	76378742	1	1	1	chr11:mr28363:hyper:D
block_2720_11_83249959_83249959	11	83249934	83249983	1	1	1	chr11:mr30815:mix:U
block_2721_11_83730824_83730824	11	83730799	83730848	1	1	1	chr11:mr30931:mix:U
block_2722_11_84297098_84297098	11	84297073	84297122	1	1	1	chr11:mr31043:mix:U
block_2723_11_84732507_84732507	11	84732482	84732531	1	1	1	chr11:mr31110:hypo:D
block_2738_11_89786004_89786004	11	89785979	89786028	1	1	1	chr11:mr32424:hyper:D
block_2737_11_89477694_89477694	11	89477669	89477718	1	1	1	chr11:mr32303:mix:U
block_2736_11_89266156_89266156	11	89266131	89266180	1	1	1	chr11:mr32261:mix:U
block_2735_11_88720461_88720461	11	88720436	88720485	1	1	1	chr11:mr32196:mix:U
block_2734_11_88578755_88578755	11	88578730	88578779	1	1	1	chr11:mr32181:mix:U
block_2733_11_88474386_88474386	11	88474361	88474410	1	1	1	chr11:mr32169:mix:U
block_2732_11_88070857_88070857	11	88070832	88070881	1	1	1	chr11:mr32101:mix:U
block_2731_11_87922234_87922234	11	87922209	87922258	1	1	1	chr11:mr32073:mix:U
block_2730_11_87908786_87908786	11	87908761	87908810	1	1	1	chr11:mr32070:hyper:D
block_2729_11_87368469_87368469	11	87368444	87368493	1	1	1	chr11:mr31979:mix:U
block_2728_11_87310952_87310952	11	87310927	87310976	1	1	1	chr11:mr31973:mix:U
block_2727_11_87086341_87086341	11	87086316	87086365	1	1	1	chr11:mr31924:mix:U
block_2726_11_87005539_87005539	11	87005514	87005563	1	1	1	chr11:mr31899:mix:U
block_2725_11_86460342_86460342	11	86460317	86460366	1	1	1	chr11:mr31668:mix:U
block_2724_11_84745372_84745372	11	84745347	84745396	1	1	1	chr11:mr31115:mix:U
block_2703_11_75849815_75849815	11	75849790	75849839	1	1	1	chr11:mr28096:mix:U
block_2702_11_75831749_75831749	11	75831724	75831773	1	1	1	chr11:mr28084:mix:U
block_2701_11_75733029_75733029	11	75733004	75733053	1	1	1	chr11:mr28049:mix:U
block_2682_11_70227186_70227186	11	70227161	70227210	1	1	1	chr11:mr25063:hypo:D
block_2680_11_69975207_69975207	11	69975182	69975231	1	1	1	chr11:mr24924:mix:U
block_2679_11_69958561_69958561	11	69958536	69958585	1	1	1	chr11:mr24918:mix:U
block_2678_11_69706530_69706530	11	69706505	69706554	1	1	1	chr11:mr24822:hypo:D
block_2677_11_69622761_69622761	11	69622736	69622785	1	1	1	chr11:mr24791:mix:U
block_2676_11_69612636_69612636	11	69612611	69612660	1	1	1	chr11:mr24787:hypo:D
block_2675_11_69420680_69420680	11	69420655	69420704	1	1	1	chr11:mr24689:mix:U
block_2674_11_69368711_69368711	11	69368686	69368735	1	1	1	chr11:mr24665:hypo:D
block_2673_11_69078723_69078723	11	69078698	69078747	1	1	1	chr11:mr24556:mix:D
block_2672_11_69001437_69001437	11	69001412	69001461	1	1	1	chr11:mr24518:mix:U
block_2671_11_68976860_68976860	11	68976835	68976884	1	1	1	chr11:mr24507:hypo:D
block_2670_11_68804173_68804173	11	68804148	68804197	1	1	1	chr11:mr24425:hypo:D
block_2669_11_68733405_68733405	11	68733380	68733429	1	1	1	chr11:mr24392:hypo:D
block_2668_11_68667622_68667622	11	68667597	68667646	1	1	1	chr11:mr24365:mix:U
block_2667_11_68455004_68455004	11	68454979	68455028	1	1	1	chr11:mr24242:hypo:D
block_2666_11_68409108_68409108	11	68409083	68409132	1	1	1	chr11:mr24224:mix:U
block_2681_11_69997807_69997807	11	69997782	69997831	1	1	1	chr11:mr24929:mix:U
block_2683_11_70523315_70523315	11	70523290	70523339	1	1	1	chr11:mr25194:hypo:D
block_2700_11_75584849_75584979	11	75584824	75585003	2	1	2	chr11:mr27995:hyper:D
block_2684_11_70550449_70550449	11	70550424	70550473	1	1	1	chr11:mr25213:mix:U
block_2699_11_75576983_75576983	11	75576958	75577007	1	1	1	chr11:mr27991:mix:U
block_2698_11_75500382_75500382	11	75500357	75500406	1	1	1	chr11:mr27951:mix:U
block_2697_11_75459959_75459959	11	75459934	75459983	1	1	1	chr11:mr27923:mix:U
block_2696_11_74700122_74700122	11	74700097	74700146	1	1	1	chr11:mr27461:hypo:D
block_2695_11_74459530_74459530	11	74459505	74459554	1	1	1	chr11:mr27362:hypo:D
block_2694_11_74405085_74405085	11	74405060	74405109	1	1	1	chr11:mr27324:hypo:D
block_2693_11_73452272_73452272	11	73452247	73452296	1	1	1	chr11:mr26823:mix:U
block_2692_11_72902533_72902533	11	72902508	72902557	1	1	1	chr11:mr26499:mix:U
block_2691_11_72886079_72886079	11	72886054	72886103	1	1	1	chr11:mr26488:mix:U
block_2690_11_72255533_72255533	11	72255508	72255557	1	1	1	chr11:mr26137:hypo:D
block_2689_11_71446158_71446158	11	71446133	71446182	1	1	1	chr11:mr25673:hypo:D
block_2688_11_71308340_71308340	11	71308315	71308364	1	1	1	chr11:mr25592:mix:U
block_2687_11_70974803_70974803	11	70974778	70974827	1	1	1	chr11:mr25415:hypo:D
block_2686_11_70750175_70750175	11	70750150	70750199	1	1	1	chr11:mr25304:mix:U
block_2685_11_70736547_70736547	11	70736522	70736571	1	1	1	chr11:mr25296:mix:U
block_2739_11_90199709_90199709	11	90199684	90199733	1	1	1	chr11:mr32514:hypo:D
block_2741_11_90437852_90437852	11	90437827	90437876	1	1	1	chr11:mr32543:mix:U
block_2818_11_118713937_118713937	11	118713912	118713961	1	1	1	chr11:mr42045:mix:U
block_2790_11_112938694_112938694	11	112938669	112938718	1	1	1	chr11:mr38960:mix:U
block_2797_11_114478660_114478660	11	114478635	114478684	1	1	1	chr11:mr39754:mix:U
block_2796_11_114244440_114244440	11	114244415	114244464	1	1	1	chr11:mr39687:mix:U
block_2795_11_113947105_113947105	11	113947080	113947129	1	1	1	chr11:mr39511:mix:U
block_2794_11_113408814_113408814	11	113408789	113408838	1	1	1	chr11:mr39208:hypo:D
block_2793_11_113148851_113148851	11	113148826	113148875	1	1	1	chr11:mr39072:mix:U
block_2792_11_113137260_113137260	11	113137235	113137284	1	1	1	chr11:mr39062:hypo:D
block_2791_11_113112092_113112092	11	113112067	113112116	1	1	1	chr11:mr39049:hypo:D
block_2789_11_112667310_112667310	11	112667285	112667334	1	1	1	chr11:mr38861:hypo:D
block_2742_11_91822489_91822489	11	91822464	91822513	1	1	1	chr11:mr32727:hypo:D
block_2788_11_112394478_112394478	11	112394453	112394502	1	1	1	chr11:mr38733:mix:U
block_2787_11_111393505_111393505	11	111393480	111393529	1	1	1	chr11:mr38197:mix:U
block_2786_11_111287396_111287488	11	111287371	111287512	2	1	2	chr11:mr38151:hyper:D
block_2785_11_111225973_111225973	11	111225948	111225997	1	1	1	chr11:mr38116:hypo:D
block_2784_11_111099748_111099748	11	111099723	111099772	1	1	1	chr11:mr38053:mix:U
block_2783_11_110759651_110759651	11	110759626	110759675	1	1	1	chr11:mr37940:mix:U
block_2782_11_110667307_110667307	11	110667282	110667331	1	1	1	chr11:mr37912:mix:U
block_2798_11_114496446_114496446	11	114496421	114496470	1	1	1	chr11:mr39755:mix:U
block_2799_11_114510247_114510247	11	114510222	114510271	1	1	1	chr11:mr39759:mix:U
block_2800_11_114789285_114789285	11	114789260	114789309	1	1	1	chr11:mr39850:mix:U
block_2801_11_115330967_115330967	11	115330942	115330991	1	1	1	chr11:mr40078:mix:U
block_2816_11_118442438_118442438	11	118442413	118442462	1	1	1	chr11:mr41869:mix:U
block_2815_11_118154250_118154250	11	118154225	118154274	1	1	1	chr11:mr41689:hypo:D
block_2814_11_117988100_117988100	11	117988075	117988124	1	1	1	chr11:mr41595:mix:U
block_2813_11_117627478_117627478	11	117627453	117627502	1	1	1	chr11:mr41369:hypo:D
block_2812_11_117515421_117515421	11	117515396	117515445	1	1	1	chr11:mr41297:hypo:D
block_2811_11_117456057_117456057	11	117456032	117456081	1	1	1	chr11:mr41259:hypo:D
block_2810_11_117427619_117427619	11	117427594	117427643	1	1	1	chr11:mr41243:hypo:D
block_2809_11_116848750_116848750	11	116848725	116848774	1	1	1	chr11:mr40870:mix:U
block_2808_11_116291590_116291590	11	116291565	116291614	1	1	1	chr11:mr40552:hypo:D
block_2807_11_116132631_116132631	11	116132606	116132655	1	1	1	chr11:mr40459:mix:U
block_2806_11_116054619_116054619	11	116054594	116054643	1	1	1	chr11:mr40409:mix:U
block_2805_11_115484874_115484874	11	115484849	115484898	1	1	1	chr11:mr40151:mix:U
block_2804_11_115435705_115435705	11	115435680	115435729	1	1	1	chr11:mr40119:hypo:D
block_2803_11_115371581_115371581	11	115371556	115371605	1	1	1	chr11:mr40093:hyper:D
block_2802_11_115332832_115332832	11	115332807	115332856	1	1	1	chr11:mr40080:mix:U
block_2781_11_110429634_110429634	11	110429609	110429658	1	1	1	chr11:mr37869:mix:U
block_2780_11_110390879_110390879	11	110390854	110390903	1	1	1	chr11:mr37854:hypo:D
block_2779_11_109718011_109718011	11	109717986	109718035	1	1	1	chr11:mr37564:hypo:D
block_2759_11_97816249_97816249	11	97816224	97816273	1	1	1	chr11:mr34457:hypo:D
block_2757_11_97589229_97589229	11	97589204	97589253	1	1	1	chr11:mr34426:mix:U
block_2756_11_97332336_97332336	11	97332311	97332360	1	1	1	chr11:mr34388:hypo:D
block_2755_11_97208492_97208492	11	97208467	97208516	1	1	1	chr11:mr34372:hypo:D
block_2754_11_97139965_97139965	11	97139940	97139989	1	1	1	chr11:mr34360:hypo:D
block_2753_11_96211571_96211571	11	96211546	96211595	1	1	1	chr11:mr34215:hypo:D
block_2752_11_95522168_95522168	11	95522143	95522192	1	1	1	chr11:mr33970:mix:U
block_2751_11_94482701_94482701	11	94482676	94482725	1	1	1	chr11:mr33604:mix:U
block_2750_11_94401224_94401224	11	94401199	94401248	1	1	1	chr11:mr33577:mix:U
block_2749_11_94321437_94321437	11	94321412	94321461	1	1	1	chr11:mr33536:hypo:D
block_2748_11_94104579_94104579	11	94104554	94104603	1	1	1	chr11:mr33444:hypo:D
block_2747_11_93822098_93822098	11	93822073	93822122	1	1	1	chr11:mr33341:mix:U
block_2746_11_93598535_93598535	11	93598510	93598559	1	1	1	chr11:mr33265:mix:U
block_2745_11_93564043_93564043	11	93564018	93564067	1	1	1	chr11:mr33248:mix:U
block_2744_11_93192738_93192738	11	93192713	93192762	1	1	1	chr11:mr33074:mix:U
block_2743_11_92125579_92125579	11	92125554	92125603	1	1	1	chr11:mr32794:mix:U
block_2758_11_97655682_97655682	11	97655657	97655706	1	1	1	chr11:mr34438:hypo:D
block_2760_11_97935691_97935691	11	97935666	97935715	1	1	1	chr11:mr34481:hypo:D
block_2778_11_109618814_109618814	11	109618789	109618838	1	1	1	chr11:mr37542:mix:U
block_2761_11_97940958_97940958	11	97940933	97940982	1	1	1	chr11:mr34483:mix:U
block_2777_11_107574305_107574305	11	107574280	107574329	1	1	1	chr11:mr36786:hypo:D
block_2776_11_106182008_106182008	11	106181983	106182032	1	1	1	chr11:mr36416:hypo:D
block_2775_11_106047929_106047929	11	106047904	106047953	1	1	1	chr11:mr36386:mix:U
block_2774_11_105810889_105810889	11	105810864	105810913	1	1	1	chr11:mr36329:hypo:D
block_2773_11_102418679_102418754	11	102418654	102418778	2	1	2	chr11:mr35585:hyper:D
block_2771_11_102088672_102088672	11	102088647	102088696	1	1	1	chr11:mr35424:mix:U
block_2770_11_101760707_101760707	11	101760682	101760731	1	1	1	chr11:mr35270:hypo:D
block_2769_11_100990135_100990135	11	100990110	100990159	1	1	1	chr11:mr35104:mix:U
block_2768_11_100974192_100974192	11	100974167	100974216	1	1	1	chr11:mr35101:mix:U
block_2767_11_100647590_100647590	11	100647565	100647614	1	1	1	chr11:mr35022:mix:U
block_2766_11_100601982_100601982	11	100601957	100602006	1	1	1	chr11:mr35004:mix:U
block_2765_11_100444756_100444756	11	100444731	100444780	1	1	1	chr11:mr34947:hypo:D
block_2764_11_98742934_98742934	11	98742909	98742958	1	1	1	chr11:mr34661:mix:U
block_2763_11_98722975_98722975	11	98722950	98722999	1	1	1	chr11:mr34659:mix:U
block_2762_11_97960382_97960382	11	97960357	97960406	1	1	1	chr11:mr34486:hypo:D
block_2665_11_68222732_68222732	11	68222707	68222756	1	1	1	chr11:mr24108:mix:U
block_2664_11_67814228_67814228	11	67814203	67814252	1	1	1	chr11:mr23881:mix:U
block_2663_11_67414288_67414514	11	67414263	67414538	2	1	2	chr11:mr23648:mix:U
block_2558_11_33325657_33325657	11	33325632	33325681	1	1	1	chr11:mr11498:mix:U
block_2565_11_34186620_34186620	11	34186595	34186644	1	1	1	chr11:mr11980:hypo:D
block_2564_11_34184941_34184941	11	34184916	34184965	1	1	1	chr11:mr11979:mix:U
block_2563_11_34126994_34126994	11	34126969	34127018	1	1	1	chr11:mr11934:mix:U
block_2562_11_34085411_34085411	11	34085386	34085435	1	1	1	chr11:mr11912:mix:U
block_2561_11_33938243_33938243	11	33938218	33938267	1	1	1	chr11:mr11804:hypo:D
block_2560_11_33673721_33673721	11	33673696	33673745	1	1	1	chr11:mr11672:hypo:D
block_2559_11_33552757_33552757	11	33552732	33552781	1	1	1	chr11:mr11605:mix:U
block_2557_11_33172801_33172801	11	33172776	33172825	1	1	1	chr11:mr11401:mix:U
block_2662_11_67245977_67245977	11	67245952	67246001	1	1	1	chr11:mr23551:mix:U
block_2556_11_32813537_32813537	11	32813512	32813561	1	1	1	chr11:mr11217:mix:U
block_2555_11_32502087_32502087	11	32502062	32502111	1	1	1	chr11:mr11089:mix:U
block_2554_11_31839922_31839922	11	31839897	31839946	1	1	1	chr11:mr10767:hyper:D
block_2553_11_31706650_31706650	11	31706625	31706674	1	1	1	chr11:mr10734:mix:U
block_2552_11_30732058_30732058	11	30732033	30732082	1	1	1	chr11:mr10514:hypo:D
block_2551_11_29995208_29995208	11	29995183	29995232	1	1	1	chr11:mr10306:mix:U
block_2550_11_29838664_29838664	11	29838639	29838688	1	1	1	chr11:mr10282:hypo:D
block_2566_11_34630855_34630855	11	34630830	34630879	1	1	1	chr11:mr12242:hypo:D
block_2567_11_34663825_34663825	11	34663800	34663849	1	1	1	chr11:mr12259:mix:U
block_2568_11_35246455_35246455	11	35246430	35246479	1	1	1	chr11:mr12459:mix:U
block_2569_11_35259759_35259759	11	35259734	35259783	1	1	1	chr11:mr12467:mix:U
block_2585_11_44741472_44741472	11	44741447	44741496	1	1	1	chr11:mr15074:hypo:D
block_2584_11_44676280_44676280	11	44676255	44676304	1	1	1	chr11:mr15036:hypo:D
block_2583_11_44366992_44366992	11	44366967	44367016	1	1	1	chr11:mr14867:mix:U
block_2582_11_44007751_44007751	11	44007726	44007775	1	1	1	chr11:mr14684:hypo:D
block_2581_11_43903305_43903305	11	43903280	43903329	1	1	1	chr11:mr14621:mix:U
block_2580_11_42962368_42962368	11	42962343	42962392	1	1	1	chr11:mr14283:mix:U
block_2579_11_38569711_38569711	11	38569686	38569735	1	1	1	chr11:mr13427:mix:U
block_2578_11_38483886_38483886	11	38483861	38483910	1	1	1	chr11:mr13407:hypo:D
block_2577_11_38192016_38192016	11	38191991	38192040	1	1	1	chr11:mr13355:mix:U
block_2576_11_37834424_37834424	11	37834399	37834448	1	1	1	chr11:mr13307:hypo:D
block_2575_11_36629406_36629406	11	36629381	36629430	1	1	1	chr11:mr13110:mix:U
block_2574_11_36032448_36032448	11	36032423	36032472	1	1	1	chr11:mr12805:mix:U
block_2572_11_35631649_35631649	11	35631624	35631673	1	1	1	chr11:mr12623:hypo:D
block_2571_11_35561337_35561337	11	35561312	35561361	1	1	1	chr11:mr12597:mix:U
block_2570_11_35546269_35546269	11	35546244	35546293	1	1	1	chr11:mr12593:mix:U
block_2549_11_29802505_29802505	11	29802480	29802529	1	1	1	chr11:mr10278:mix:U
block_2548_11_29417085_29417085	11	29417060	29417109	1	1	1	chr11:mr10226:hypo:D
block_2547_11_29146322_29146322	11	29146297	29146346	1	1	1	chr11:mr10190:hypo:D
block_2528_11_19800963_19800963	11	19800938	19800987	1	1	1	chr11:mr8191:hypo:D
block_2526_11_19444011_19444011	11	19443986	19444035	1	1	1	chr11:mr8001:hypo:D
block_2525_11_18666109_18666109	11	18666084	18666133	1	1	1	chr11:mr7663:mix:D
block_2524_11_17735095_17735095	11	17735070	17735119	1	1	1	chr11:mr7225:mix:U
block_2523_11_17703777_17703777	11	17703752	17703801	1	1	1	chr11:mr7203:mix:U
block_2522_11_17673500_17673500	11	17673475	17673524	1	1	1	chr11:mr7194:hypo:D
block_2521_11_17273527_17273527	11	17273502	17273551	1	1	1	chr11:mr6950:mix:U
block_2520_11_17217222_17217222	11	17217197	17217246	1	1	1	chr11:mr6908:mix:U
block_2519_11_17042745_17042745	11	17042720	17042769	1	1	1	chr11:mr6820:mix:U
block_2518_11_16998418_16998418	11	16998393	16998442	1	1	1	chr11:mr6793:hyper:D
block_2517_11_16909549_16909549	11	16909524	16909573	1	1	1	chr11:mr6747:mix:U
